country,continent,flag,map,alias/0,alias/1,alias/2
Luxembourg,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Luxembourg.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Luxembourg.png,,,
Madagascar,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Madagascar.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Madagascar.png,,,
Malawi,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Malawi.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Malawi.png,,,
Malaysia,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Malaysia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Malaysia.png,,,
Maldives,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Maldives.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Maldives.png,,,
Mali,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Mali.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Mali.png,,,
Malta,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Malta.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Malta.png,,,
Marshall Islands,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Marshall%20Islands.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Marshall%20Islands.png,,,
Mauritania,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Mauritania.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Mauritania.png,,,
Mauritius,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Mauritius.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Mauritius.png,,,
Mexico,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Mexico.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Mexico.png,,,
Micronesia,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Micronesia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Micronesia.png,,,
Moldova,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Moldova.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Moldova.png,,,
Monaco,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Monaco.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Monaco.png,,,
Mongolia,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Mongolia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Mongolia.png,,,
Montenegro,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Montenegro.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Montenegro.png,,,
Morocco,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Morocco.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Morocco.png,,,
Mozambique,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Mozambique.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Mozambique.png,,,
Myanmar,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Myanmar.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Myanmar.png,,,
Namibia,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Namibia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Namibia.png,,,
Nauru,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Nauru.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Nauru.png,,,
Nepal,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Nepal.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Nepal.png,,,
Netherlands,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Netherlands.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Netherlands.png,,,
New Zealand,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/New%20Zealand.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/New%20Zealand.png,,,
Nicaragua,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Nicaragua.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Nicaragua.png,,,
Niger,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Niger.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Niger.png,,,
Nigeria,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Nigeria.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Nigeria.png,,,
North Korea,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/North%20Korea.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/North%20Korea.png,DRPK,,
North Macedonia,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/North%20Macedonia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/North%20Macedonia.png,Macedonia,,
Norway,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Norway.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Norway.png,,,
Oman,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Oman.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Oman.png,,,
Pakistan,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Pakistan.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Pakistan.png,,,
Palau,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Palau.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Palau.png,,,
Palestine,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Palestine.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Palestine.png,,,
Panama,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Panama.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Panama.png,,,
Papua New Guinea,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Papua%20New%20Guinea.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Papua%20New%20Guinea.png,,,
Paraguay,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Paraguay.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Paraguay.png,,,
Peru,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Peru.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Peru.png,,,
Philippines,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Philippines.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Philippines.png,,,
Poland,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Poland.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Poland.png,,,
Portugal,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Portugal.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Portugal.png,,,
Qatar,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Qatar.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Qatar.png,,,
Republic of the Congo,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Republic%20of%20the%20Congo.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Republic%20of%20the%20Congo.png,Congo,,
Romania,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Romania.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Romania.png,,,
Russia,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Russia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Russia.png,,,
Rwanda,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Rwanda.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Rwanda.png,,,
Saint Kitts and Nevis,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Saint%20Kitts%20and%20Nevis.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Saint%20Kitts%20and%20Nevis.png,,,
Saint Lucia,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Saint%20Lucia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Saint%20Lucia.png,,,
Saint Vincent and the Grenadines,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Saint%20Vincent%20and%20the%20Grenadines.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Saint%20Vincent%20and%20the%20Grenadines.png,,,
Samoa,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Samoa.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Samoa.png,,,
San Marino,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/San%20Marino.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/San%20Marino.png,,,
Sao Tome and Principe,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Sao%20Tome%20and%20Principe.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Sao%20Tome%20and%20Principe.png,,,
Saudi Arabia,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Saudi%20Arabia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Saudi%20Arabia.png,,,
Senegal,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Senegal.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Senegal.png,,,
Serbia,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Serbia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Serbia.png,,,
Seychelles,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Seychelles.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Seychelles.png,,,
Sierra Leone,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Sierra%20Leone.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Sierra%20Leone.png,,,
Singapore,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Singapore.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Singapore.png,,,
Slovakia,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Slovakia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Slovakia.png,,,
Slovenia,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Slovenia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Slovenia.png,,,
Solomon Islands,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Solomon%20Islands.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Solomon%20Islands.png,,,
Somalia,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Somalia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Somalia.png,,,
South Africa,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/South%20Africa.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/South%20Africa.png,,,
South Korea,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/South%20Korea.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/South%20Korea.png,,,
South Sudan,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/South%20Sudan.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/South%20Sudan.png,,,
Spain,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Spain.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Spain.png,,,
Sri Lanka,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Sri%20Lanka.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Sri%20Lanka.png,,,
Sudan,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Sudan.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Sudan.png,,,
Suriname,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Suriname.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Suriname.png,,,
Sweden,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Sweden.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Sweden.png,,,
Switzerland,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Switzerland.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Switzerland.png,,,
Syria,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Syria.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Syria.png,,,
Taiwan,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Taiwan.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Taiwan.png,,,
Tajikistan,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Tajikistan.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Tajikistan.png,,,
Tanzania,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Tanzania.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Tanzania.png,,,
Thailand,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Thailand.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Thailand.png,,,
Timor-Leste,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Timor-Leste.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Timor-Leste.png,East-Timor,,
Togo,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Togo.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Togo.png,,,
Tonga,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Tonga.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Tonga.png,,,
Trinidad and Tobago,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Trinidad%20and%20Tobago.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Trinidad%20and%20Tobago.png,,,
Tunisia,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Tunisia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Tunisia.png,,,
Turkey,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Turkey.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Turkey.png,Turkiye,TÃƒÂ¼rkiye,
Turkmenistan,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Turkmenistan.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Turkmenistan.png,,,
Tuvalu,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Tuvalu.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Tuvalu.png,,,
Uganda,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Uganda.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Uganda.png,,,
Ukraine,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Ukraine.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Ukraine.png,,,
United Arab Emirates,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/United%20Arab%20Emirates.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/United%20Arab%20Emirates.png,UAE,,
United Kingdom,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/United%20Kingdom.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/United%20Kingdom.png,UK,Britain,Great Britain
United States,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/United%20States.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/United%20States.png,US,USA,United States of America
Uruguay,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Uruguay.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Uruguay.png,,,
Uzbekistan,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Uzbekistan.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Uzbekistan.png,,,
Vanuatu,Oceania,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Vanuatu.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Vanuatu.png,,,
Vatican City,Europe,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Vatican%20City.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Vatican%20City.png,Vatican,,
Venezuela,Americas,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Venezuela.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Venezuela.png,,,
Vietnam,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Vietnam.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Vietnam.png,,,
Yemen,Asia,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Yemen.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Yemen.png,,,
Zambia,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Zambia.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Zambia.png,,,
Zimbabwe,Africa,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/flags/Zimbabwe.png,https://raw.githubusercontent.com/Naviamold1/common-country-list/main/maps/Zimbabwe.png,,,
